pv_name,rmse,mae,r2,gof,n_train,n_val
pv_1171,7.384247348799209,5.31803299970748,0.9437306117213508,94.39478428154035,51555,590
pv_1173,7.896645050771734,6.079370121972008,0.9368084149963647,93.97888153392411,51557,591
pv_1175,6.304816833953902,4.922499528941769,0.9604151067237654,95.28203835149223,51552,591
pv_1177,7.047565125727406,5.235757171236319,0.9493812769940653,94.64972565037651,51562,591
pv_1179,6.157977499119886,4.787770853224139,0.9612867316205843,95.32805155994528,51568,591
pv_118,7.2315131283460605,5.319572938606017,0.9524577104652068,94.82366251300257,51552,591
pv_1181,7.5305249624784905,5.556805068442059,0.943424418353756,94.36112502779626,51554,591
pv_1183,6.4928352335585915,5.034989942709605,0.9568011601540721,95.07314424653107,51564,591
pv_12,6.37337873096885,4.791321603921061,0.9620247346683667,95.39195736722549,51554,591
pv_120,7.2085512242670715,5.308793215975543,0.9527477101791917,94.83903896239748,51552,591
pv_122,7.1887420355734575,5.340936539576542,0.9529785449543274,94.851254368685,51552,591
pv_124,7.213124125063927,5.379070065326094,0.9526441823753005,94.83248848469006,51552,591
pv_126,7.330421684618761,5.421576721873985,0.9511732210776973,94.7665022829988,51552,591
pv_128,7.109184217133787,5.325316932471674,0.9540430556102111,94.92237597534444,51553,591
pv_130,7.004883930446684,5.225185077408244,0.9553633844805282,94.995570595082,51553,591
pv_132,6.913694339460392,5.148967270344849,0.9564836548281846,95.05863631699964,51553,591
pv_134,6.860433201566555,5.113586157346538,0.9571325676660474,95.09540127018579,51557,591
pv_136,6.876557420448379,5.10440232629905,0.9569201379753933,95.08293360368923,51558,591
pv_138,7.088413856502236,5.307425570411327,0.9541899786314514,94.92937536020519,51559,591
pv_14,6.259441735660067,4.699691328112849,0.9633591775365822,95.47458854410411,51554,591
pv_140,6.670141298392327,5.017177602456105,0.95942042630484,95.22756813956896,51561,591
pv_142,6.445611954372474,4.8589566804007225,0.9624750457048122,95.400378503368,51556,591
pv_144,6.446681789510905,4.835513639950309,0.9624686301243001,95.4000873867726,51557,591
pv_146,6.208472470728273,4.642776110999274,0.9651978707884711,95.57055308158814,51558,591
pv_148,6.378859488942912,4.735353019302065,0.9632822045733092,95.45007042961234,51560,591
pv_150,6.316452336963864,4.706332939254048,0.964004925469932,95.49496485467382,51560,591
pv_152,6.381429309583467,4.765426543218836,0.9632795340483773,95.44938746344243,51561,591
pv_154,6.189884474210256,4.6380913334409195,0.9658691455087225,95.624488600155,51561,591
pv_156,6.165353119097619,4.628747604752555,0.9661635779361785,95.64259591120354,51561,591
pv_158,6.1498026810822255,4.603282583352878,0.9663639414497389,95.65481962845642,51561,591
pv_16,6.417285118369836,4.884377215598441,0.961483633882263,95.3611228794805,51554,591
pv_160,6.48972287350438,4.919515317115687,0.9625911212801934,95.41651041295131,51562,591
pv_162,6.3542546754433085,4.841700039676402,0.964176699470892,95.51365090120919,51564,591
pv_164,6.306574093529343,4.735897055212818,0.9647546904795197,95.5489830072559,51565,591
pv_166,6.547591544354412,4.918081615580318,0.9620657482413686,95.38110358623659,51567,591
pv_168,6.619515713427153,4.964506239467466,0.961268483677102,95.33221077764932,51567,591
